enterprise_id,invest_probability
000423c421b340c8990c26370445e661,0.177216984732123
000f621b007d429babe210f5c90c5bde,0.8013873568682804
0025ffc0324a4180886028e3cc874bdc,0.6541818103576039
003ba80166334e988d49abb6e9c24099,0.17729077400888277
003dfac725d94fa6b1e27073d7564114,0.17714519779747562
00420c9a60a64fbfba2b3bd2308cccee,0.7456044465565634
0074550cb3a54f97b3eae9ed8f423a9f,0.17717017757533787
00a4958deffa4370a36224c29dcb4c55,0.6379843389429748
00b4270d0cdd4cf2b7049b4813f0caf5,0.6359482403657168
00c5d47619354f3183c5955adf66dedd,0.17721126346071006
00c622e0ef17413bafe7c71e5cd3dd5a,0.7114842292890017
00d270f7a0264e3a886d71094cce49cc,0.17715180514233309
00e6816b651d4fd59627be67cb827b1b,0.17719800439506167
0105db0d1a1a46aea4f9bb2d5c29abd0,0.17729663206538443
0113281b3cef43b3abc188731c1a74d1,0.1771668183584118
0145cb98e7924deea68eb51b01f23b29,0.1771941934333913
014d3b2ff3b440c49a5fe3bdf7618a28,0.17717894261924147
015782dbbbb649faad6eb500edaa842b,0.1771790603135575
017da107731e4494be6898fdd08f7b47,0.17720528156581997
01913eed273e470185bce952f92caed8,0.17729746927076048
01ebfc85b00d459c9d06e23a326f7dc1,0.669398281117165
02088a2d0cdb4acebe0de89dac550bac,0.1771661417752481
023abaa8ed2c4f4fba8142e6d092be76,0.6061581562317224
026296bd2687434da75eed60bcf00eb1,0.1772517870999311
026cdab2c9c6432097e1786de0289811,0.7788582887904628
02711c8acd8f46819fc00df1af801eec,0.6215396105151492
0289a2d2588d439d988403f19f54322d,0.17726384235852008
029197a2ba1a4099bee244d47923caf3,0.7364477473042588
029282b05a694f779b754d0906f23775,0.17847641196238748
02a4822325964c18b3df8c4567358a52,0.6661828466399973
030aae6a536e473289181453953846d7,0.17726491438704703
0324a73f0ee3416198500f424c670000,0.6482744194633149
034324ae1cc04b67aa31dabd590157ac,0.17736186165317727
03742a722f9d48c9947d614dc228d2ba,0.17726085403924968
03e3ca90263e49d5a461a38694a4f2bc,0.47082619950504573
03ee955525944927a1b9b28f85119cb6,0.17732788789281223
043f771eb3b24cc6be064e9b166b92ed,0.17715741813485666
0470d8bbb9bc4a27a0d4c337e463fead,0.177174763457959
04a8eded43654f72a07e75534851b00a,0.7614584672874674
04d764b772a346a3a71ae0a348b58fcc,0.7362282821380652
04e7f7a7c7b64caa85fd9b92eb594440,0.17717093523693556
055fa6ee0edb4de1b456c268318c00b3,0.17721818439466577
05a6b3814f3b4fcdb2cda766578927c8,0.17718370663489613
06145fed67184f4a9c87e43062abadab,0.17733428413795377
0624771871bf41b4b28a66112e091536,0.5997334865578999
062ac235d28f4301a8aefef5e930aa63,0.1773740564822331
0673734a6dda4745bf3ec4941ee23ccd,0.17727685519757652
069285c8dc6f489fbe73362379f6e2d6,0.559158830502525
06a59b378143499b9e7d9eddd761d2f8,0.17725126606096625
06aeb090295349be89663968a982cf90,0.7164267106273354
06f811fac3dd45089b8bf3adc6be6998,0.7185969749649134
07393aab4ed745b29d13d2b1c80f6627,0.1771869326666089
074e51f95ffa4efaa573708bcb379631,0.17714340929811587
0758341f667e414199ab2cd89dc126f6,0.1784136722962392
078d8baf62ae4bdfbe9c5c4d1eab3547,0.17736248545836064
079a5a2e58a34ffdb4e5e943b0bc03ec,0.17717072386291438
07be7a5254a74847b877108392394024,0.17721046642117008
07d49a6b98d54cf5bf04fbdbc368af74,0.17723871866481958
07eb6e4e254e4f5bb0f0f594af3c6220,0.1771899592320988
08579564737e4b1880736cba8298a045,0.7948458376452809
087a90cdc3df4fd78228790d190f38c4,0.1773410282585699
088c5e1095364eba81398ef070877ef7,0.17718269882418852
0899ae0f36044ee99f9483ba97030e72,0.17722400926727885
08a1b0da9e074ab180093dc7d860c5c5,0.7395636784220248
