enterprise_id,invest_probability
000423c421b340c8990c26370445e661,0.8523839712142944
000f621b007d429babe210f5c90c5bde,0.9555121064186096
0025ffc0324a4180886028e3cc874bdc,0.9069618582725525
003ba80166334e988d49abb6e9c24099,0.4568581283092499
003dfac725d94fa6b1e27073d7564114,0.04407305270433426
00420c9a60a64fbfba2b3bd2308cccee,0.9706305861473083
0074550cb3a54f97b3eae9ed8f423a9f,0.059645071625709534
00a4958deffa4370a36224c29dcb4c55,0.9338972568511963
00b4270d0cdd4cf2b7049b4813f0caf5,0.05632031336426735
00c5d47619354f3183c5955adf66dedd,0.035963669419288635
00c622e0ef17413bafe7c71e5cd3dd5a,0.265372097492218
00d270f7a0264e3a886d71094cce49cc,0.3842940628528595
00e6816b651d4fd59627be67cb827b1b,0.03666028752923012
0105db0d1a1a46aea4f9bb2d5c29abd0,0.9676041007041931
0113281b3cef43b3abc188731c1a74d1,0.03768591955304146
0145cb98e7924deea68eb51b01f23b29,0.9241214394569397
014d3b2ff3b440c49a5fe3bdf7618a28,0.049746282398700714
015782dbbbb649faad6eb500edaa842b,0.04651240259408951
017da107731e4494be6898fdd08f7b47,0.07878048717975616
01913eed273e470185bce952f92caed8,0.601478636264801
01ebfc85b00d459c9d06e23a326f7dc1,0.07434648275375366
02088a2d0cdb4acebe0de89dac550bac,0.26218143105506897
023abaa8ed2c4f4fba8142e6d092be76,0.9374649524688721
026296bd2687434da75eed60bcf00eb1,0.9376230835914612
026cdab2c9c6432097e1786de0289811,0.902292788028717
02711c8acd8f46819fc00df1af801eec,0.8977947235107422
0289a2d2588d439d988403f19f54322d,0.8308380842208862
029197a2ba1a4099bee244d47923caf3,0.8683067560195923
029282b05a694f779b754d0906f23775,0.9651052355766296
02a4822325964c18b3df8c4567358a52,0.551680326461792
030aae6a536e473289181453953846d7,0.8049858808517456
0324a73f0ee3416198500f424c670000,0.9322150349617004
034324ae1cc04b67aa31dabd590157ac,0.7482165098190308
03742a722f9d48c9947d614dc228d2ba,0.7140952348709106
03e3ca90263e49d5a461a38694a4f2bc,0.2908804714679718
03ee955525944927a1b9b28f85119cb6,0.6682481169700623
043f771eb3b24cc6be064e9b166b92ed,0.4745786190032959
0470d8bbb9bc4a27a0d4c337e463fead,0.10571140795946121
04a8eded43654f72a07e75534851b00a,0.9686938524246216
04d764b772a346a3a71ae0a348b58fcc,0.6401437520980835
04e7f7a7c7b64caa85fd9b92eb594440,0.05298084020614624
055fa6ee0edb4de1b456c268318c00b3,0.15892571210861206
05a6b3814f3b4fcdb2cda766578927c8,0.0849585011601448
06145fed67184f4a9c87e43062abadab,0.08804674446582794
0624771871bf41b4b28a66112e091536,0.8768458366394043
062ac235d28f4301a8aefef5e930aa63,0.9667330980300903
